COUNTY|MUNICIPALITY|W/P|CG|SS|SR|CC|D|G|R|U|AL|L|S|TOTAL|
WAS|MILBRIDGE|1-1|2|6|138|3|267|49|299|334|0|0|0|949|
WAS|NORTHFIELD|1-1|2|6|137|1|35|7|47|42|0|0|0|131|
WAS|PEMBROKE|1-1|2|6|140|2|165|28|189|197|0|1|0|580|
WAS|PERRY|1-1|2|6|140|2|159|31|205|210|0|0|0|605|
WAS|PLEASANT POINT VOTING DISTRICT|1-1|2|6|140|2|218|18|28|223|0|0|0|487|
WAS|PRINCETON|1-1|2|6|141|1|72|9|98|119|0|0|0|298|
WAS|PRINCETON|1-2|2|6|141|1|63|9|83|106|0|0|0|261|
WAS|ROBBINSTON|1-1|2|6|140|1|116|23|173|126|0|0|0|438|
WAS|ROQUE BLUFFS|1-1|2|6|139|3|72|7|47|90|0|0|0|216|
WAS|STEUBEN|1-1|2|6|136|3|219|34|277|329|0|1|0|860|
WAS|TALMADGE|1-1|2|6|141|1|9|5|13|14|0|0|0|41|
WAS|TOPSFIELD|1-1|2|6|141|1|23|1|56|81|0|0|0|161|
WAS|VANCEBORO|1-1|2|6|141|1|46|1|34|45|0|0|0|126|
WAS|WAITE|1-1|2|6|141|1|18|1|31|16|0|0|0|66|
WAS|WESLEY|1-1|2|6|137|1|24|4|30|49|0|0|0|107|
WAS|WHITING|1-1|2|6|139|2|150|10|142|116|0|0|0|418|
WAS|WHITNEYVILLE|1-1|2|6|138|1|52|6|46|71|0|0|0|175|
YOR|ACTON|1-1|1|34|20|1|532|120|698|763|0|0|0|2113|
YOR|ALFRED|1-1|1|32|21|4|460|43|477|681|0|0|0|1661|
YOR|ALFRED|1-2|1|32|21|4|241|26|175|323|0|0|0|765|
YOR|ARUNDEL|1-1|1|32|10|2|996|97|929|1360|0|0|0|3382|
YOR|BERWICK|1-1|1|34|5|1|952|70|1055|2066|0|0|0|4143|
YOR|BERWICK|1-1|1|35|5|1|407|20|466|875|0|0|0|1768|
YOR|BIDDEFORD|1-1|1|32|11|2|88|7|41|36|0|0|0|172|
YOR|BIDDEFORD|1-1|1|32|9|2|952|62|340|565|0|0|0|1919|
YOR|BIDDEFORD|2-1|1|32|11|2|194|13|85|104|0|0|0|396|
YOR|BIDDEFORD|2-1|1|32|12|2|717|88|220|639|0|0|0|1664|
YOR|BIDDEFORD|3-1|1|32|11|2|541|51|196|293|0|0|0|1081|
YOR|BIDDEFORD|3-1|1|32|12|2|373|17|148|190|0|0|0|728|
YOR|BIDDEFORD|3-1|1|32|9|2|278|23|114|186|0|0|0|601|
YOR|BIDDEFORD|4-1|1|32|11|2|268|19|104|139|0|0|0|530|
YOR|BIDDEFORD|4-1|1|32|12|2|653|64|190|440|0|1|0|1348|
YOR|BIDDEFORD|5-1|1|32|11|2|160|15|59|120|0|0|0|354|
YOR|BIDDEFORD|5-1|1|32|12|2|779|96|238|693|0|0|0|1806|
YOR|BIDDEFORD|6-1|1|32|11|2|942|67|407|688|0|0|0|2104|
YOR|BIDDEFORD|7-1|1|32|11|2|819|61|315|494|0|0|0|1689|
YOR|BUXTON|1-1|1|30|16|3|810|132|875|937|0|0|0|2754|
YOR|BUXTON|1-1|1|30|22|3|634|105|839|985|0|0|0|2563|
YOR|BUXTON|1-1|1|31|16|3|286|35|328|293|0|0|0|942|
YOR|CORNISH|1-1|1|33|68|1|317|60|334|452|0|0|0|1163|
YOR|DAYTON|1-1|1|32|10|3|403|46|511|652|0|0|0|1612|
YOR|ELIOT|1-1|1|35|2|5|1940|161|1663|2375|0|0|0|6139|
YOR|HOLLIS|1-1|1|31|16|3|892|163|1139|1204|0|1|0|3399|
YOR|KENNEBUNK|1-1|1|34|8|2|784|50|652|1224|0|0|0|2710|
YOR|KENNEBUNK|1-2|1|34|8|2|1642|80|1164|1957|0|0|0|4843|
YOR|KENNEBUNK|1-2|1|34|9|2|480|13|552|603|0|0|0|1648|
YOR|KENNEBUNKPORT|1-1|1|32|9|2|972|66|930|910|0|0|0|2878|
YOR|KITTERY|1-1|1|35|1|5|2983|170|1536|2593|0|0|0|7282|
YOR|KITTERY|1-1|1|35|2|5|233|14|205|290|0|0|0|742|
YOR|LEBANON|1-1|1|34|20|1|971|202|1258|2301|0|1|0|4733|
YOR|LIMERICK|1-1|1|33|21|1|271|52|313|472|0|0|0|1108|
YOR|LIMERICK|1-1|1|33|22|1|286|40|291|470|0|0|0|1087|
YOR|LIMINGTON|1-1|1|31|22|1|588|157|797|810|0|0|0|2352|
YOR|LYMAN|1-1|1|32|10|4|691|104|743|949|0|0|0|2487|
YOR|LYMAN|1-1|1|32|17|4|281|35|306|389|0|1|0|1012|
YOR|NEWFIELD|1-1|1|33|21|1|255|64|402|468|0|1|0|1190|
YOR|NORTH BERWICK|1-1|1|34|5|1|298|44|375|479|0|1|0|1197|
YOR|NORTH BERWICK|1-1|1|34|6|1|703|103|770|1038|0|0|0|2614|
YOR|OGUNQUIT|1-1|1|35|4|5|473|39|278|431|0|0|0|1221|
YOR|OLD ORCHARD BEACH|1-1|1|31|13|3|2990|227|1788|2734|0|1|0|7740|
YOR|PARSONSFIELD|1-1|1|33|21|1|216|47|250|342|0|0|0|855|
YOR|PARSONSFIELD|1-1|1|33|68|1|110|16|137|154|0|0|0|417|
YOR|SACO|1-1|1|31|15|3|773|69|527|655|0|0|0|2024|
YOR|SACO|1-1|1|31|16|3|24|2|19|40|0|0|0|85|
YOR|SACO|2-1|1|31|15|3|623|84|528|695|0|0|0|1930|
YOR|SACO|2-1|1|31|16|3|46|5|73|71|0|0|0|195|
YOR|SACO|3-1|1|31|14|3|383|37|193|338|0|0|0|951|
YOR|SACO|3-1|1|31|15|3|424|47|294|454|0|0|0|1219|
YOR|SACO|4-1|1|31|14|3|1030|82|683|790|0|0|0|2585|
YOR|SACO|5-1|1|31|14|3|301|30|134|245|0|0|0|710|
YOR|SACO|5-1|1|31|15|3|555|38|302|485|0|0|0|1380|
YOR|SACO|6-1|1|31|14|3|889|84|405|742|0|0|0|2120|
YOR|SACO|6-1|1|31|15|3|5|1|10|12|0|0|0|28|
YOR|SACO|7-1|1|31|14|3|615|73|234|596|0|0|0|1518|
YOR|SACO|7-1|1|31|15|3|229|35|137|186|0|0|0|587|
YOR|SANFORD|1-1|1|33|18|4|216|23|129|287|0|0|0|655|
YOR|SANFORD|1-1|1|33|19|4|1274|117|1000|1623|0|0|0|4014|
YOR|SANFORD|2-1|1|33|18|4|1608|189|1103|2174|0|0|0|5074|
YOR|SANFORD|3-1|1|33|19|4|720|77|611|860|0|1|0|2269|
YOR|SANFORD|3-1|1|33|4|4|701|77|589|931|0|0|0|2298|
YOR|SHAPLEIGH|1-1|1|33|20|4|148|32|185|220|0|0|0|585|
YOR|SHAPLEIGH|1-1|1|33|21|4|370|86|435|500|0|0|0|1391|
YOR|SOUTH BERWICK|1-1|1|35|2|1|419|32|317|480|0|0|0|1248|
YOR|SOUTH BERWICK|1-1|1|35|6|1|1584|138|1094|1548|0|0|0|4364|
YOR|WATERBORO|1-1|1|33|17|4|620|118|770|761|0|0|0|2269|
YOR|WATERBORO|2-1|1|33|17|4|784|196|924|1159|0|1|0|3064|
YOR|WELLS|1-1|1|34|4|5|199|10|170|388|0|0|0|767|
YOR|WELLS|1-1|1|34|7|5|2185|89|2214|3847|0|1|0|8336|
YOR|YORK|1-1|1|35|3|5|2864|174|2141|3194|0|0|0|8373|
YOR|YORK|1-1|1|35|4|5|1089|73|895|1400|0|0|0|3457|
