COUNTY|MUNICIPALITY|W/P|CG|SS|SR|CC|D|G|R|U|AL|L|S|TOTAL|
KEN|GARDINER|3-1|2|14|83|2|0|0|0|0|0|0|0|0|
KEN|GARDINER|4-1|2|14|83|2|0|0|0|1|0|0|0|1|
KEN|HALLOWELL|1-1|1|14|84|2|0|0|0|0|0|0|0|0|
KEN|HALLOWELL|2-1|1|14|84|2|0|0|0|0|0|0|0|0|
KEN|HALLOWELL|3-1|1|14|84|2|0|0|0|0|0|0|0|0|
KEN|HALLOWELL|4-1|1|14|84|2|0|0|0|1|0|0|0|1|
KEN|HALLOWELL|5-1|1|14|84|2|0|0|0|0|0|0|0|0|
KEN|LITCHFIELD|1-1|2|22|82|2|2|0|1|1|0|0|0|4|
KEN|MANCHESTER|1-1|1|14|84|1|0|0|0|0|0|0|0|0|
KEN|MONMOUTH|1-1|2|14|81|2|0|0|0|0|0|0|0|0|
KEN|MONMOUTH|1-1|2|14|82|2|0|0|0|1|0|0|0|1|
KEN|MOUNT VERNON|1-1|2|17|76|2|0|0|0|0|0|0|0|0|
KEN|OAKLAND|1-1|2|15|110|3|0|0|0|0|0|0|0|0|
KEN|OAKLAND|1-1|2|15|77|3|0|0|0|0|0|0|0|0|
KEN|PITTSTON|1-1|1|14|87|2|0|0|0|0|0|0|0|0|
KEN|RANDOLPH|1-1|2|14|87|2|0|0|0|0|0|0|0|0|
KEN|READFIELD|1-1|1|14|81|2|0|0|0|0|0|0|0|0|
KEN|ROME|1-1|2|3|76|3|0|0|0|0|0|0|0|0|
KEN|SIDNEY|1-1|2|15|77|1|0|0|0|0|0|0|0|0|
KEN|VASSALBORO|1-1|1|15|80|1|0|0|1|1|0|0|0|2|
KEN|VIENNA|1-1|2|17|76|2|0|0|0|0|0|0|0|0|
KEN|WATERVILLE|1-1|1|16|110|3|0|0|0|1|0|0|0|1|
KEN|WATERVILLE|2-1|1|16|110|3|0|1|1|0|0|0|0|2|
KEN|WATERVILLE|3-1|1|16|110|3|2|0|1|1|0|0|0|4|
KEN|WATERVILLE|4-1|1|16|109|3|1|1|0|0|0|0|0|2|
KEN|WATERVILLE|5-1|1|16|109|3|2|1|0|0|0|0|0|3|
KEN|WATERVILLE|6-1|1|16|109|3|1|0|1|83|0|0|0|85|
KEN|WATERVILLE|6-1|1|16|110|3|1|0|0|17|0|0|0|18|
KEN|WATERVILLE|7-1|1|16|109|3|1|1|0|3|0|1|0|6|
KEN|WAYNE|1-1|2|22|76|2|1|0|0|0|0|0|0|1|
KEN|WEST GARDINER|1-1|2|14|84|2|0|0|0|0|0|0|0|0|
KEN|WINDSOR|1-1|1|13|80|1|1|0|2|1|0|0|0|4|
KEN|WINSLOW|1-1|1|16|78|3|1|0|0|0|0|0|0|1|
KEN|WINSLOW|2-1|1|16|78|3|0|0|0|0|0|0|0|0|
KEN|WINSLOW|3-1|1|16|78|3|0|0|0|0|0|0|0|0|
KEN|WINSLOW|4-1|1|16|78|3|0|0|0|0|0|0|0|0|
KEN|WINSLOW|5-1|1|16|78|3|0|0|0|0|0|0|0|0|
KEN|WINTHROP|1-1|1|14|81|2|0|0|0|0|0|0|0|0|
KNO|APPLETON|1-1|1|12|95|3|0|0|0|0|0|0|0|0|
KNO|CAMDEN|1-1|1|12|94|3|0|0|1|2|0|0|0|3|
KNO|CUSHING|1-1|1|12|92|2|0|0|0|0|0|0|0|0|
KNO|FRIENDSHIP|1-1|1|12|91|2|0|0|0|0|0|0|0|0|
KNO|HOPE|1-1|1|12|95|3|22|3|10|21|0|0|0|56|
KNO|ISLE AU HAUT|1-1|1|12|134|3|0|0|0|0|0|0|0|0|
KNO|MATINICUS ISLE PLT|1-1|1|12|92|3|0|0|0|0|0|0|0|0|
KNO|NORTH HAVEN|1-1|1|12|134|3|15|0|1|7|0|0|0|23|
KNO|OWLS HEAD|1-1|1|12|93|1|0|0|0|0|0|0|0|0|
KNO|ROCKLAND|1-1|1|12|93|1|8|0|10|10|0|0|0|28|
KNO|ROCKPORT|1-1|1|12|94|3|0|0|0|0|0|0|0|0|
KNO|SAINT GEORGE|1-1|1|12|92|2|2|0|4|6|0|0|0|12|
KNO|SOUTH THOMASTON|1-1|1|12|92|1|0|0|0|0|0|0|0|0|
KNO|THOMASTON|1-1|1|12|92|1|1|0|2|0|0|0|0|3|
KNO|UNION|1-1|1|12|91|2|1|0|5|1|0|0|0|7|
KNO|UNION|1-1|1|12|95|2|0|1|12|9|0|0|0|22|
KNO|VINALHAVEN|1-1|1|12|134|3|9|0|5|8|0|0|0|22|
KNO|WARREN|1-1|1|12|95|2|1|0|0|0|0|0|0|1|
KNO|WASHINGTON|1-1|1|13|91|2|0|0|0|0|0|0|0|0|
LIN|ALNA|1-1|1|13|87|3|0|0|0|0|0|0|0|0|
LIN|BOOTHBAY|1-1|1|13|89|1|0|0|0|0|0|0|0|0|
LIN|BOOTHBAY HARBOR|1-1|1|13|89|1|0|0|0|0|0|0|0|0|
LIN|BREMEN|1-1|1|13|90|2|0|0|0|0|0|0|0|0|
LIN|BRISTOL|1-1|1|13|90|2|0|0|1|0|0|0|0|1|
LIN|DAMARISCOTTA|1-1|1|13|90|3|2|1|6|0|0|0|0|9|
LIN|DRESDEN|1-1|1|23|53|3|1|0|0|3|0|0|0|4|
LIN|EDGECOMB|1-1|1|13|89|1|0|0|0|0|0|0|0|0|
LIN|JEFFERSON|1-1|1|13|88|3|0|0|0|0|0|0|0|0|
LIN|MONHEGAN ISLAND PLT|1-1|1|13|90|2|0|0|0|0|0|0|0|0|
LIN|NEWCASTLE|1-1|1|13|90|3|0|0|1|0|0|0|0|1|
LIN|NOBLEBORO|1-1|1|13|88|2|1|0|0|0|0|0|0|1|
LIN|NOBLEBORO|1-1|1|13|90|2|0|0|0|0|0|0|0|0|
LIN|SOMERVILLE|1-1|1|13|80|3|0|0|0|0|0|0|0|0|
LIN|SOUTH BRISTOL|1-1|1|13|89|2|0|0|0|0|0|0|0|0|
LIN|SOUTH BRISTOL|1-1|1|13|90|2|0|0|0|0|0|0|0|0|
LIN|SOUTHPORT|1-1|1|13|89|1|0|0|0|0|0|0|0|0|
LIN|WALDOBORO|1-1|1|13|91|2|0|0|0|1|0|0|0|1|
LIN|WESTPORT ISLAND|1-1|1|13|89|1|0|0|0|0|0|0|0|0|
LIN|WHITEFIELD|1-1|1|13|88|3|0|1|0|0|0|0|0|1|
LIN|WISCASSET|1-1|1|13|87|1|0|0|2|1|0|1|0|4|
OXF|ALBANY TWP|1-1|2|18|117|1|0|0|0|0|0|0|0|0|
OXF|ANDOVER|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|BETHEL|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|BROWNFIELD|1-1|2|19|70|1|0|0|0|0|0|0|0|0|
OXF|BUCKFIELD|1-1|2|18|73|3|0|0|0|0|0|0|0|0|
OXF|BYRON|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|CANTON|1-1|2|18|116|2|1|0|0|0|0|0|0|1|
OXF|DENMARK|1-1|2|19|69|1|0|0|0|0|0|0|0|0|
OXF|DIXFIELD|1-1|2|18|116|2|0|0|0|0|0|0|0|0|
OXF|FRYEBURG|1-1|2|19|70|1|1|1|4|10|0|0|0|16|
OXF|GILEAD|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|GREENWOOD|1-1|2|18|117|1|0|0|0|0|0|0|0|0|
OXF|HANOVER|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|HARTFORD|1-1|2|18|116|3|0|0|0|0|0|0|0|0|
OXF|HEBRON|1-1|2|18|73|3|0|0|0|0|0|0|0|0|
OXF|HIRAM|1-1|2|19|70|1|0|0|0|0|0|0|0|0|
OXF|LINCOLN PLT|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|LOVELL|1-1|2|18|117|1|0|0|0|0|0|0|0|0|
OXF|LOVELL|1-1|2|18|70|1|0|0|0|0|0|0|0|0|
OXF|MAGALLOWAY PLT|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|MEXICO|1-1|2|18|116|2|0|0|0|0|0|0|0|0|
OXF|NEWRY|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|NORWAY|1-1|2|19|71|1|0|0|0|0|0|0|0|0|
OXF|OTISFIELD|1-1|2|19|72|3|0|0|0|0|0|0|0|0|
OXF|OXFORD|1-1|2|19|72|3|2|0|1|1|0|0|0|4|
OXF|PARIS|1-1|2|19|73|3|0|0|0|0|0|0|0|0|
OXF|PERU|1-1|2|18|116|2|0|0|0|0|0|0|0|0|
OXF|PORTER|1-1|2|19|70|1|0|0|0|0|0|0|0|0|
OXF|ROXBURY|1-1|2|18|115|2|0|0|0|0|0|0|0|0|
OXF|RUMFORD|1-1|2|18|115|2|17|1|8|14|0|0|0|40|
OXF|STONEHAM|1-1|2|18|117|1|0|0|0|0|0|0|0|0|
OXF|STOW|1-1|2|18|117|1|0|0|0|0|0|0|0|0|
OXF|SUMNER|1-1|2|18|115|3|0|0|0|0|0|0|0|0|
OXF|SWEDEN|1-1|2|18|71|1|0|0|0|0|0|0|0|0|
OXF|UPTON|1-1|2|18|117|2|0|0|0|0|0|0|0|0|
OXF|WATERFORD|1-1|2|18|71|1|0|0|0|0|0|0|0|0|
OXF|WEST PARIS|1-1|2|18|71|3|0|0|0|0|0|0|0|0|
OXF|WOODSTOCK|1-1|2|18|115|3|3|0|0|1|0|0|0|4|
PEN|ALTON|1-1|2|4|121|3|0|0|0|0|0|0|0|0|
PEN|BANGOR|1-1|2|9|124|1|22|2|15|53|0|2|0|94|
PEN|BANGOR|1-1|2|9|125|1|65|15|39|128|0|1|0|248|
PEN|BANGOR|1-1|2|9|126|1|32|6|21|52|0|1|0|112|
PEN|BANGOR|1-1|2|9|127|1|32|7|21|73|0|8|0|141|
PEN|BRADFORD|1-1|2|4|137|3|0|0|0|0|0|0|0|0|
PEN|BRADLEY|1-1|2|8|137|3|1|0|1|0|0|0|0|2|
PEN|BREWER|1-1|2|8|128|1|0|0|0|0|0|0|0|0|
PEN|BREWER|1-1|2|8|129|1|0|0|0|0|0|0|0|0|
PEN|BURLINGTON|1-1|2|8|141|3|2|0|2|2|0|0|0|6|
PEN|CARMEL|1-1|2|10|103|2|0|0|0|1|0|0|0|1|
PEN|CARROLL PLT|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|CHARLESTON|1-1|2|4|104|2|5|0|1|11|0|0|0|17|
PEN|CHESTER|1-1|2|5|141|3|0|0|0|0|0|0|0|0|
PEN|CLIFTON|1-1|2|8|129|1|0|0|0|1|0|0|0|1|
PEN|CORINNA|1-1|2|10|100|2|0|0|0|0|0|0|0|0|
PEN|CORINTH|1-1|2|10|121|2|0|0|3|7|0|0|0|10|
PEN|DEXTER|1-1|2|4|104|2|0|0|0|0|0|0|0|0|
PEN|DIXMONT|1-1|2|10|100|2|0|0|0|0|0|0|0|0|
PEN|DREW PLT|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|EAST MILLINOCKET|1-1|2|5|143|3|13|2|22|26|0|0|0|63|
PEN|EDDINGTON|1-1|2|8|129|1|1|0|0|0|0|0|0|1|
PEN|EDINBURG|1-1|2|5|137|3|0|0|0|0|0|0|0|0|
PEN|ENFIELD|1-1|2|5|142|3|1|0|0|0|0|0|0|1|
PEN|ETNA|1-1|2|10|100|2|1|1|0|2|0|0|0|4|
PEN|ETNA|1-1|2|10|103|2|0|0|0|2|0|0|0|2|
PEN|EXETER|1-1|2|10|104|2|0|0|0|0|0|0|0|0|
PEN|GARLAND|1-1|2|4|104|2|0|0|0|2|0|0|0|2|
PEN|GLENBURN|1-1|2|10|102|2|0|1|3|1|0|2|0|7|
PEN|GREENBUSH|1-1|2|5|137|3|0|0|0|0|0|0|0|0|
PEN|HAMPDEN|1-1|2|10|101|2|0|0|1|2|0|0|0|3|
PEN|HAMPDEN|2-1|2|10|101|2|1|1|1|0|0|0|0|3|
PEN|HAMPDEN|3-1|2|10|101|2|0|0|0|0|0|1|0|1|
PEN|HAMPDEN|4-1|2|10|101|2|0|0|0|1|0|0|0|1|
PEN|HERMON|1-1|2|9|103|2|0|0|0|4|0|1|0|5|
PEN|HOLDEN|1-1|2|8|129|1|10|0|11|10|0|0|0|31|
PEN|HOWLAND|1-1|2|5|142|3|0|0|0|0|0|0|0|0|
PEN|HUDSON|1-1|2|10|121|2|2|0|4|2|0|0|0|8|
PEN|KENDUSKEAG|1-1|2|10|102|2|0|0|1|0|0|0|0|1|
PEN|KINGMAN TWP|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|LAGRANGE|1-1|2|4|137|3|0|0|0|0|0|0|0|0|
PEN|LAKEVILLE|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|LEE|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|LEVANT|1-1|2|10|102|2|0|0|0|1|0|0|0|1|
PEN|LINCOLN|1-1|2|8|142|3|0|0|0|1|0|0|0|1|
PEN|LOWELL|1-1|2|8|141|3|0|0|0|0|0|0|0|0|
PEN|MATTAWAMKEAG|1-1|2|5|141|3|6|2|7|11|0|0|0|26|
PEN|MAXFIELD|1-1|2|5|142|3|0|0|0|0|0|0|0|0|
PEN|MEDWAY|1-1|2|5|143|3|0|0|0|0|0|0|0|0|
PEN|MILFORD|1-1|2|5|121|3|0|0|0|1|0|0|0|1|
PEN|MILLINOCKET|1-1|2|5|143|3|0|0|0|0|0|0|0|0|
PEN|MILLINOCKET|1-2|2|5|143|3|0|0|0|0|0|0|0|0|
PEN|MOUNT CHASE|1-1|2|2|145|3|1|1|0|8|0|0|0|10|
PEN|NEWBURGH|1-1|2|10|101|2|0|0|0|0|0|0|0|0|
PEN|NEWPORT|1-1|2|10|100|2|0|0|0|0|0|0|0|0|
PEN|OLD TOWN|1-1|2|5|122|3|0|0|0|0|0|0|0|0|
PEN|OLD TOWN|5-1|2|5|122|3|0|0|0|0|0|0|0|0|
PEN|ORONO|1-1|2|5|123|3|0|0|0|0|0|2|0|2|
PEN|ORONO|1-2|2|5|123|3|0|0|0|0|0|0|0|0|
PEN|ORONO|1-3|2|5|123|3|0|0|0|0|0|0|0|0|
PEN|ORONO|1-3|2|5|124|3|0|0|0|0|0|0|0|0|
PEN|ORRINGTON|1-1|2|8|130|2|0|0|0|0|0|0|0|0|
PEN|PASSADUMKEAG|1-1|2|5|137|3|0|0|0|0|0|0|0|0|
PEN|PATTEN|1-1|2|2|143|3|0|0|0|0|0|0|0|0|
PEN|PENOBSCOT NATION VOTING DISTRICT|1-1|2|5|122|3|0|0|0|0|0|0|0|0|
PEN|PLYMOUTH|1-1|2|10|100|2|0|0|0|0|0|0|0|0|
PEN|PRENTISS TWP T7 R3 NBPP|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|SEBOEIS PLT|1-1|2|5|142|3|0|0|0|0|0|0|0|0|
PEN|SPRINGFIELD|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|STACYVILLE|1-1|2|2|145|3|0|0|0|0|0|0|0|0|
PEN|STETSON|1-1|2|10|104|2|0|0|0|0|0|0|0|0|
PEN|VEAZIE|1-1|2|5|129|1|0|0|0|0|0|0|0|0|
PEN|WEBSTER PLT|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|WINN|1-1|2|2|141|3|0|0|0|0|0|0|0|0|
PEN|WOODVILLE|1-1|2|5|142|3|0|0|0|0|0|0|0|0|
PIS|ABBOT|1-1|2|4|119|1|0|0|0|0|0|0|0|0|
PIS|ATKINSON|1-1|2|4|120|2|0|0|0|0|0|0|0|0|
PIS|BEAVER COVE|1-1|2|4|119|3|0|0|0|0|0|0|0|0|
PIS|BOWERBANK|1-1|2|4|119|2|0|0|0|0|0|0|0|0|
PIS|BROWNVILLE|1-1|2|4|120|3|1|0|0|0|0|0|0|1|
PIS|DOVER-FOXCROFT|1-1|2|4|120|2|5|1|2|10|0|0|0|18|
PIS|GREENVILLE|1-1|2|4|119|3|0|0|0|0|0|0|0|0|
PIS|GUILFORD|1-1|2|4|119|1|7|1|9|15|0|0|0|32|
PIS|KINGSBURY PLT|1-1|2|4|118|1|0|0|0|0|0|0|0|0|
PIS|LAKE VIEW PLT|1-1|2|4|120|3|0|0|0|0|0|0|0|0|
PIS|MEDFORD|1-1|2|4|120|2|0|0|0|0|0|0|0|0|
PIS|MILO|1-1|2|4|120|3|0|0|0|0|0|0|0|0|
PIS|MONSON|1-1|2|4|119|1|0|0|0|0|0|0|0|0|
PIS|PARKMAN|1-1|2|4|119|1|0|0|0|0|0|0|0|0|
PIS|SANGERVILLE|1-1|2|4|119|1|0|0|0|0|0|0|0|0|
PIS|SEBEC|1-1|2|4|119|2|0|0|0|0|0|0|0|0|
PIS|SHIRLEY|1-1|2|4|119|1|0|0|0|0|0|0|0|0|
PIS|WELLINGTON|1-1|2|4|118|1|0|0|0|0|0|0|0|0|
PIS|WILLIMANTIC|1-1|2|4|119|1|0|0|0|0|0|0|0|0|
SAG|ARROWSIC|1-1|1|23|53|3|0|0|0|1|0|0|0|1|
SAG|BATH|1-1|1|23|52|2|0|0|0|2|0|0|0|2|
SAG|BATH|2-1|1|23|52|2|1|0|1|0|0|0|0|2|
SAG|BATH|3-1|1|23|52|2|0|0|0|0|0|0|0|0|
SAG|BATH|4-1|1|23|52|2|0|0|0|0|0|0|0|0|
SAG|BATH|5-1|1|23|52|2|0|0|0|3|0|0|0|3|
SAG|BATH|6-1|1|23|52|2|0|0|0|1|0|0|0|1|
SAG|BATH|7-1|1|23|52|2|0|0|0|0|0|0|0|0|
SAG|BOWDOIN|1-1|1|23|55|1|0|0|0|0|0|0|0|0|
SAG|BOWDOINHAM|1-1|1|23|55|2|1|0|3|4|0|0|0|8|
SAG|GEORGETOWN|1-1|1|23|53|3|12|0|3|4|0|0|0|19|
SAG|PHIPPSBURG|1-1|1|23|53|3|0|0|0|0|0|0|0|0|
SAG|RICHMOND|1-1|1|23|53|3|0|0|0|0|0|0|0|0|
SAG|RICHMOND|1-1|1|23|55|3|0|0|0|0|0|0|0|0|
SAG|TOPSHAM|1-1|1|23|54|1|2|0|5|3|0|0|0|10|
SAG|WEST BATH|1-1|1|23|51|3|1|0|0|1|0|0|0|2|
SAG|WOOLWICH|1-1|1|23|53|3|16|2|13|31|0|0|0|62|
SOM|ANSON|1-1|2|3|112|2|0|0|0|0|0|0|0|0|
SOM|ATHENS|1-1|2|4|118|5|0|0|0|0|0|0|0|0|
SOM|BINGHAM|1-1|2|3|118|5|1|0|0|0|0|0|0|1|
SOM|BRIGHTON PLT|1-1|2|4|118|5|0|0|0|3|0|0|0|3|
SOM|CAMBRIDGE|1-1|2|4|105|3|0|0|0|0|0|0|0|0|
SOM|CANAAN|1-1|2|3|105|4|35|3|16|31|0|0|0|85|
SOM|CARATUNK|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|CORNVILLE|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|DENNISTOWN PLT|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|DETROIT|1-1|2|4|106|3|0|0|0|0|0|0|0|0|
SOM|EMBDEN|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|FAIRFIELD|1-1|2|16|108|1|1|1|4|7|0|0|0|13|
SOM|HARMONY|1-1|2|4|118|5|0|0|0|0|0|0|0|0|
SOM|HARTLAND|1-1|2|4|105|5|0|0|0|0|0|0|0|0|
SOM|HIGHLAND PLT|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|JACKMAN|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|JACKMAN|1-2|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|MADISON|1-1|2|3|107|2|0|0|0|0|0|0|0|0|
SOM|MADISON|1-1|2|3|111|2|1|0|1|0|0|0|0|2|
SOM|MERCER|1-1|2|3|108|2|3|1|4|13|0|0|0|21|
SOM|MOOSE RIVER|1-1|2|3|118|5|0|0|4|2|0|0|0|6|
SOM|MOSCOW|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|NEW PORTLAND|1-1|2|3|112|2|0|0|0|0|0|0|0|0|
SOM|NORRIDGEWOCK|1-1|2|3|111|1|1|0|0|0|0|0|0|1|
SOM|PALMYRA|1-1|2|4|105|3|1|0|0|0|0|0|0|1|
SOM|PITTSFIELD|1-1|2|3|106|3|0|0|1|0|0|0|0|1|
SOM|PITTSFIELD|1-2|2|3|106|3|0|0|1|0|0|0|0|1|
SOM|PITTSFIELD|1-3|2|3|106|3|0|0|0|0|0|0|0|0|
SOM|PITTSFIELD|1-4|2|3|106|3|0|0|0|0|0|0|0|0|
SOM|PLEASANT RIDGE PLT|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|RIPLEY|1-1|2|4|105|3|0|0|0|0|0|0|0|0|
SOM|ROCKWOOD STRIP TWP|1-1|2|3|118|5|0|0|0|0|0|0|0|0|
SOM|SAINT ALBANS|1-1|2|4|105|3|0|1|0|0|0|0|0|1|
SOM|SKOWHEGAN|1-1|2|3|107|4|0|0|0|1|0|0|0|1|
SOM|SMITHFIELD|1-1|2|3|108|2|0|0|0|0|0|0|0|0|
SOM|SOLON|1-1|2|3|111|5|6|0|0|17|0|0|0|23|
SOM|STARKS|1-1|2|3|112|2|0|0|0|1|0|0|0|1|
SOM|THE FORKS PLT|1-1|2|3|118|5|1|0|2|7|0|0|0|10|
SOM|WEST FORKS PLT|1-1|2|3|118|5|1|0|0|0|0|0|0|1|
WAL|BELFAST|1-1|2|11|97|1|0|0|0|0|0|0|0|0|
WAL|BELFAST|2-1|2|11|97|1|0|0|0|0|0|0|0|0|
WAL|BELFAST|3-1|2|11|97|1|0|0|0|0|0|0|0|0|
WAL|BELFAST|4-1|2|11|97|1|0|0|0|0|0|0|0|0|
WAL|BELFAST|5-1|2|11|97|1|0|0|1|0|0|0|0|1|
WAL|BELMONT|1-1|2|11|96|1|0|0|1|0|0|0|0|1|
WAL|BROOKS|1-1|2|11|99|3|0|0|0|0|0|0|0|0|
WAL|BURNHAM|1-1|2|11|99|3|0|0|0|0|0|0|0|0|
WAL|FRANKFORT|1-1|2|11|98|2|0|0|0|0|0|0|0|0|
WAL|FREEDOM|1-1|2|11|99|3|0|0|0|0|0|0|0|0|
WAL|ISLESBORO|1-1|2|11|94|1|0|0|0|0|0|0|0|0|
WAL|JACKSON|1-1|2|11|99|2|0|0|0|0|0|0|0|0|
WAL|KNOX|1-1|2|11|99|3|0|0|0|0|0|0|0|0|
WAL|LIBERTY|1-1|2|11|96|3|0|0|0|0|0|0|0|0|
WAL|LINCOLNVILLE|1-1|2|11|96|1|0|0|0|0|0|0|0|0|
WAL|MONROE|1-1|2|11|99|2|0|0|0|0|0|0|0|0|
WAL|MONTVILLE|1-1|2|11|96|3|3|3|2|7|0|0|0|15|
WAL|MORRILL|1-1|2|11|96|1|0|0|0|0|0|0|0|0|
WAL|NORTHPORT|1-1|2|11|97|1|1|0|0|3|0|0|0|4|
WAL|PALERMO|1-1|2|11|96|3|1|2|0|4|0|0|0|7|
WAL|PROSPECT|1-1|2|11|131|2|0|0|0|0|0|0|0|0|
WAL|SEARSMONT|1-1|2|11|96|3|1|0|4|9|0|0|0|14|
WAL|SEARSPORT|1-1|2|11|98|2|0|0|3|1|0|0|0|4|
WAL|STOCKTON SPRINGS|1-1|2|11|131|2|0|0|0|0|0|0|0|0|
WAL|SWANVILLE|1-1|2|11|98|2|0|0|0|0|0|0|0|0|
WAL|THORNDIKE|1-1|2|11|99|3|0|0|0|0|0|0|0|0|
WAL|TROY|1-1|2|11|99|3|0|0|0|0|0|0|0|0|
WAL|UNITY|1-1|2|11|99|3|0|0|0|0|0|0|0|0|
WAL|WALDO|1-1|2|11|97|1|0|0|0|0|0|0|0|0|
WAL|WINTERPORT|1-1|2|11|98|2|0|0|0|0|0|0|0|0|
WAS|ADDISON|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|ALEXANDER|1-1|2|6|141|1|1|0|0|2|0|0|0|3|
WAS|BAILEYVILLE|1-1|2|6|140|1|0|0|0|0|0|0|0|0|
WAS|BARING PLT|1-1|2|6|140|1|0|0|0|0|0|0|0|0|
WAS|BEALS|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|BEDDINGTON|1-1|2|6|137|1|0|0|0|3|0|0|0|3|
WAS|BIG LAKE TWP|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|BROOKTON TWP|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|CALAIS|1-1|2|6|140|1|0|0|0|0|0|0|0|0|
WAS|CHARLOTTE|1-1|2|6|140|1|0|0|0|0|0|0|0|0|
WAS|CHERRYFIELD|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|CODYVILLE PLT|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|COLUMBIA|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|COLUMBIA FALLS|1-1|2|6|138|3|0|0|0|1|0|0|0|1|
WAS|COOPER|1-1|2|6|141|1|1|0|0|0|0|0|0|1|
WAS|CRAWFORD|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|CUTLER|1-1|2|6|139|2|0|0|0|0|0|0|0|0|
WAS|DANFORTH|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|DEBLOIS|1-1|2|6|137|1|3|2|3|4|0|0|0|12|
WAS|DENNYSVILLE|1-1|2|6|141|2|0|0|0|0|0|0|0|0|
WAS|EAST MACHIAS|1-1|2|6|139|2|0|0|0|0|0|0|0|0|
WAS|EASTPORT|1-1|2|6|139|2|0|0|1|0|0|0|0|1|
WAS|EDMUNDS TWP|1-1|2|6|141|2|0|0|0|1|0|0|0|1|
WAS|GRAND LAKE STREAM PLT|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|HARRINGTON|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|INDIAN TOWNSHIP|1-1|2|6|140|1|0|0|0|0|0|0|0|0|
WAS|JONESBORO|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|JONESPORT|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|LUBEC|1-1|2|6|139|2|5|0|2|9|0|0|0|16|
WAS|MACHIAS|1-1|2|6|139|2|1|0|0|0|0|0|0|1|
WAS|MACHIASPORT|1-1|2|6|139|3|1|0|0|0|0|0|0|1|
WAS|MARSHFIELD|1-1|2|6|138|1|0|0|0|0|0|0|0|0|
WAS|MEDDYBEMPS|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|MILBRIDGE|1-1|2|6|138|3|0|0|0|0|0|0|0|0|
WAS|NORTHFIELD|1-1|2|6|137|1|0|1|0|1|0|0|0|2|
WAS|PEMBROKE|1-1|2|6|140|2|0|0|0|0|0|0|0|0|
WAS|PERRY|1-1|2|6|140|2|0|0|0|0|0|0|0|0|
WAS|PLEASANT POINT VOTING DISTRICT|1-1|2|6|140|2|0|0|2|0|0|0|0|2|
WAS|PRINCETON|1-1|2|6|141|1|0|0|1|3|0|0|0|4|
WAS|PRINCETON|1-2|2|6|141|1|0|0|0|1|0|0|0|1|
WAS|ROBBINSTON|1-1|2|6|140|1|0|0|0|0|0|0|0|0|
WAS|ROQUE BLUFFS|1-1|2|6|139|3|0|0|0|0|0|0|0|0|
WAS|STEUBEN|1-1|2|6|136|3|0|0|0|0|0|0|0|0|
WAS|TALMADGE|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|TOPSFIELD|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
